date,ticker,close_1245,morning_high,morning_low,vwap,prev_close,day_return,afternoon_return,recent_return,raw_rs,RS,score,long_rs_ok,long_breakout,long_candidate,short_rs_ok,short_breakdown,short_candidate,selected_side,entry_1250,post_1250_high,post_1250_low,close_1545,long_tp_hit,long_sl_hit,short_tp_hit,short_sl_hit,hypothetical_result,long_return_1250_1545,short_return_1250_1545,breakout_pct
2026-08-21,5401.T,659.5,663.0,655.2000122070312,657.287383363753,663.0,-0.0052790346907993,0.0061022120518687,0.0019750649785157,0.1068447412353923,81.75182481751825,77.22627737226279,True,False,False,False,False,False,,659.4000244140625,661.0999755859375,657.2000122070312,657.7999877929688,False,False,False,False,,-0.0024265037334743,0.0024324059756555,
2026-08-21,5406.T,2017.5,2011.0,1997.5,2007.2444302991728,2009.5,0.0039810898233392,0.0047310756972112,0.0027335984095426,0.0125976316452507,48.9051094890511,74.48905109489053,False,True,False,False,False,False,,2018.0,2025.5,2015.0,2021.5,False,False,False,False,,0.0017343904856292,-0.0017313875834775,
2026-08-21,5411.T,1840.0,1849.0,1827.0,1839.645496085863,1847.5,-0.0040595399188092,0.0051898388418465,0.0021786492374726,0.0775736366287547,72.99270072992701,74.34306569343066,True,False,False,False,False,False,,1839.5,1850.0,1839.5,1845.5,False,False,False,False,,0.0032617559119325,-0.0032511514494716,
2026-08-21,5631.T,7377.0,7680.0,7293.0,7422.372532188841,7771.0,-0.0507013254407412,-0.0045877749291594,-0.0006773232186398,0.0351671773011854,58.3941605839416,28.175182481751825,False,False,False,False,False,False,,7374.0,7450.0,7346.0,7435.0,False,False,False,False,,0.0082723081095741,-0.0082044384667114,
2026-08-21,5706.T,28250.0,28445.0,27535.0,28021.570861081906,28570.0,-0.0112005600280014,-0.0052816901408451,-0.0019431195901784,-0.1497023809523809,5.839416058394161,17.40875912408759,False,False,False,True,False,False,,28235.0,28360.0,28105.0,28240.0,False,False,False,False,,0.0001770851779705,-0.0001770538243626,
2026-08-21,5711.T,5482.0,5560.0,5339.0,5449.6949199777055,5345.0,0.0256314312441534,0.0034779425224236,0.0064255553515697,0.2714081826831589,96.35036496350364,94.23357664233576,True,False,False,False,False,False,,5481.0,5573.0,5458.0,5563.0,False,False,False,True,,0.0149607735814631,-0.0147402480675894,
2026-08-21,5713.T,10665.0,10820.0,10355.0,10574.382377242682,10630.0,0.0032925682031985,0.013783269961977,0.0066068900424729,0.4133758808669059,99.27007299270072,92.007299270073,True,False,False,False,False,False,,10665.0,10825.0,10580.0,10715.0,False,False,False,True,,0.0046882325363337,-0.0046663555762949,
2026-08-21,5714.T,10035.0,10085.0,9789.0,9923.422420382163,9789.0,0.0251302482378179,0.0106757981669856,0.0053095572029653,0.1575026605179141,90.51094890510949,95.8029197080292,True,False,False,False,False,False,,10030.0,10170.0,9994.0,10110.0,False,False,False,False,,0.0079760717846459,-0.0079129574678535,
2026-08-21,5801.T,3853.0,3929.0,3784.0,3861.136025375137,3864.0,-0.0028467908902691,-0.012051282051282,-0.0010370754472387,0.0961702127659573,78.83211678832117,46.38686131386861,True,False,False,False,False,False,,3853.0,3855.0,3768.0,3820.0,False,True,True,False,,-0.0085647547365689,0.0086387434554973,
2026-08-21,5802.T,2185.0,2213.5,2141.0,2178.243101635075,2218.5,-0.0151002929907595,-0.01131221719457,-0.0050091074681238,-0.094859241126071,16.05839416058394,12.189781021897812,False,False,False,True,False,False,,2184.5,2199.0,2173.5,2183.5,False,False,False,False,,-0.0004577706569008,0.0004579803068467,
2026-08-21,5803.T,5327.0,5422.0,5210.0,5334.1595286354,5341.0,-0.0026212319790301,-0.0107706592386258,-0.0068978374347501,0.1241843822353188,86.86131386861314,43.75912408759124,True,False,False,False,False,False,,5326.0,5331.0,5175.0,5273.0,False,True,True,False,,-0.0099511828764551,0.010051204248056,
